AGENT_CODE_HASH,ODA,TERRITORY,BIRTHDATE,SEX_CODE,MARITAL_STATUS,AGE,IS_TERMINATED,YEARS_IN_COMPANY,IS_ACTIVATED_WITHIN_A_YEAR,LICENSE_TYPE_CODE,Ave_Training_Duration,Trainings_Attended,HAS_TRAINING
14485010075459817771,2019-07-22,TERRITORY 4 - SOUTH LUZON,1986-04-12,F,M,36,0,3,0, V,0.0,0.0,No
14426535650088166799,2019-07-24,TERRITORY 2 - METRO MANILA,1979-04-25,F,M,43,0,3,1, V,2.0,2.0,Yes
17410901035811619452,2019-07-30,TERRITORY 2 - METRO MANILA,1978-06-28,M,S,44,0,3,1,L V,2.0,2.0,Yes
18115026591138763684,2019-08-07,TERRITORY 2 - METRO MANILA,1983-10-21,M,M,38,1,2,0, V,0.0,0.0,No
5277371689822557385,2019-08-07,TERRITORY 2 - METRO MANILA,1961-12-25,F,S,59,1,1,1, V,0.0,0.0,No
14570238318452579370,2019-08-14,TERRITORY 1 - NORTH AND CENTRAL LUZON,1956-11-04,M,M,64,1,1,0, V,0.0,0.0,No
12352846091857848417,2019-08-15,TERRITORY 3 - VISAYAS,1994-06-05,F,S,26,1,1,0, V,0.0,0.0,No
2478643399196691387,2019-08-19,TERRITORY 4 - SOUTH LUZON,1989-11-24,F,S,31,1,1,0, V,0.0,0.0,No
1474548034078730030,2019-08-20,TERRITORY 4 - SOUTH LUZON,1981-09-12,M,M,41,0,3,1, V,1.5,6.0,Yes
13770766890749456706,2019-08-28,TERRITORY 3 - VISAYAS,1982-05-09,M,M,38,1,1,0, V,0.0,0.0,No
2958445454587107147,2019-08-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1966-11-30,F,M,56,0,3,1, V,1.75,4.0,Yes
9803295646235497805,2019-08-30,TERRITORY 2 - METRO MANILA,1994-01-15,F,S,28,1,2,1, V,0.0,0.0,No
16204628458132249526,2019-09-04,TERRITORY 3 - VISAYAS,1969-10-09,F,M,51,1,1,0, V,0.0,0.0,No
4339015721439428205,2019-09-13,TERRITORY 3 - VISAYAS,1991-11-26,F,S,30,1,2,1, V,0.0,0.0,No
4495551282967538937,2019-09-17,TERRITORY 2 - METRO MANILA,1969-06-16,F,S,51,1,1,0, V,0.0,0.0,No
9710703084920966666,2019-09-18,TERRITORY 3 - VISAYAS,1989-11-10,F,M,31,1,1,0, V,0.0,0.0,No
4731167350708398510,2019-09-19,TERRITORY 6 - MINDANAO,1967-11-03,F,S,55,0,3,1, V,0.0,0.0,No
3094115920615996516,2019-09-25,TERRITORY 3 - VISAYAS,1986-01-29,M,S,35,1,2,0, V,0.0,0.0,No
11069327984026974783,2019-09-25,TERRITORY 2 - METRO MANILA,1970-11-01,F,M,52,0,3,1, V,1.5,6.0,Yes
6066273712196633972,2019-09-25,TERRITORY 2 - METRO MANILA,1996-04-11,F,S,24,1,0,0, V,0.0,0.0,No
9682691248747914956,2019-09-27,TERRITORY 4 - SOUTH LUZON,1986-06-02,F,M,34,1,1,0, V,0.0,0.0,No
11219224210287466107,2019-09-27,TERRITORY 1 - NORTH AND CENTRAL LUZON,1979-07-31,F,S,42,1,2,0, V,0.0,0.0,No
6447605342885162804,2019-09-27,TERRITORY 2 - METRO MANILA,1990-11-13,F,S,31,1,2,1, V,0.0,0.0,No
14059415605831184411,2019-09-30,TERRITORY 2 - METRO MANILA,1994-07-31,M,S,25,1,0,0, V,0.0,0.0,No
241690857193403663,2019-09-30,TERRITORY 1 - NORTH AND CENTRAL LUZON,1949-07-18,M,M,73,0,3,1, V,2.0,2.0,Yes
5580699304229984915,2019-10-10,TERRITORY 3 - VISAYAS,1989-05-06,F,M,31,1,1,0, V,0.0,0.0,No
17574384903787572951,2019-10-17,TERRITORY 4 - SOUTH LUZON,1971-12-01,F,M,49,1,1,0, V,0.0,0.0,No
1122255800287765112,2019-10-18,TERRITORY 3 - VISAYAS,1991-01-24,M,S,30,1,1,0, V,0.0,0.0,No
4138653106693633697,2019-11-07,TERRITORY 2 - METRO MANILA,1998-11-24,M,S,22,1,1,0, V,0.0,0.0,No
8367324896876634605,2019-11-12,TERRITORY 2 - METRO MANILA,1963-11-18,M,M,58,1,2,0, V,0.0,0.0,No
14286182373746612849,2019-11-14,TERRITORY 1 - NORTH AND CENTRAL LUZON,1987-09-08,F,M,33,1,1,0, V,0.0,0.0,No
8726579756651251945,2019-11-26,TERRITORY 3 - VISAYAS,1993-12-01,F,S,27,1,1,0, V,0.0,0.0,No
8421742978178249921,2020-01-23,TERRITORY 6 - MINDANAO,1968-07-09,F,M,54,0,3,1, V,1.0,4.0,Yes
3432128754947437221,2020-01-28,TERRITORY 2 - METRO MANILA,1989-11-18,F,M,33,0,3,1, V,1.0,12.0,Yes
944186160877204158,2020-01-30,TERRITORY 1 - NORTH AND CENTRAL LUZON,1980-11-05,F,A,41,1,2,1, V,0.0,0.0,No
16038835069073092963,2020-01-31,TERRITORY 1 - NORTH AND CENTRAL LUZON,1996-05-24,F,S,26,0,3,1, V,0.0,0.0,No
8462209223987786795,2020-01-31,TERRITORY 4 - SOUTH LUZON,1998-07-12,F,S,23,1,2,0, V,0.0,0.0,No
12503351741160455657,2020-02-14,TERRITORY 3 - VISAYAS,1976-04-02,F,S,44,1,1,0, V,0.0,0.0,No
75202272379742965,2020-02-17,TERRITORY 4 - SOUTH LUZON,1966-07-24,M,M,55,1,2,0, V,0.0,0.0,No
17468152681346047623,2020-02-19,TERRITORY 6 - MINDANAO,1999-07-26,M,S,22,1,2,1, V,0.0,0.0,No
8153464537237874518,2020-02-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1972-07-19,M,M,49,1,2,0, V,0.0,0.0,No
2755308516825693513,2020-03-04,TERRITORY 6 - MINDANAO,1987-07-02,M,S,34,1,2,1, V,0.0,0.0,No
11062918500222918331,2020-03-10,TERRITORY 6 - MINDANAO,1965-05-11,M,M,56,1,2,0, V,0.0,0.0,No
6269447043480591266,2020-04-08,TERRITORY 6 - MINDANAO,1991-04-04,F,S,31,1,2,0, V,0.0,0.0,No
5063907856098529022,2020-04-23,TERRITORY 2 - METRO MANILA,1960-07-10,F,M,61,1,1,1,L V,0.0,0.0,No
9023630966575738880,2020-05-26,TERRITORY 4 - SOUTH LUZON,1984-04-25,M,M,38,1,1,0, V,0.0,0.0,No
447319818432764668,2020-05-26,TERRITORY 3 - VISAYAS,1989-03-01,F,M,33,0,2,1, V,1.0,5.0,Yes
6611313228168037511,2020-06-05,TERRITORY 4 - SOUTH LUZON,1991-01-31,M,M,31,1,1,1, V,0.0,0.0,No
16006958810712808287,2020-06-25,TERRITORY 3 - VISAYAS,1997-02-23,F,S,25,0,2,0, V,1.0,6.0,Yes
17633027558999605941,2020-06-30,TERRITORY 2 - METRO MANILA,1996-08-19,F,S,25,1,1,0, V,0.0,0.0,No
16148507298177536449,2020-07-07,TERRITORY 2 - METRO MANILA,1988-07-04,M,S,32,1,0,0, V,0.0,0.0,No
10642406035853190822,2020-07-23,TERRITORY 1 - NORTH AND CENTRAL LUZON,1969-02-19,F,S,53,0,2,1,L V,1.0,8.0,Yes
6522587252100856717,2020-08-03,TERRITORY 1 - NORTH AND CENTRAL LUZON,1965-12-01,F,M,57,0,2,1,L V,1.0,8.0,Yes
13366681540438846208,2020-08-05,TERRITORY 3 - VISAYAS,1988-06-06,M,M,34,0,2,0, V,1.0,6.0,Yes
16368882004210773128,2020-08-10,TERRITORY 6 - MINDANAO,1997-08-15,F,S,25,0,2,1, V,1.0,5.0,Yes
11315580329827157132,2020-08-12,TERRITORY 2 - METRO MANILA,1990-08-12,F,M,32,0,2,1, V,1.0,8.0,Yes
8170340899896675719,2020-08-12,TERRITORY 3 - VISAYAS,1983-07-25,F,P,39,0,2,0, V,1.0,5.0,Yes
13287051119493287820,2020-08-17,TERRITORY 2 - METRO MANILA,1982-04-26,F,S,40,0,2,1,L V,1.0,8.0,Yes
1314560553873168763,2020-08-20,TERRITORY 3 - VISAYAS,1984-10-15,M,M,38,0,2,1, V,1.0,5.0,Yes
7050726698844787061,2020-08-26,TERRITORY 4 - SOUTH LUZON,1985-02-05,F,M,38,0,2,0, V,1.0,8.0,Yes
5148579638282960910,2020-09-10,TERRITORY 4 - SOUTH LUZON,1976-01-04,F,S,46,1,1,0, V,0.0,0.0,No
14028290635337613725,2020-09-11,TERRITORY 2 - METRO MANILA,1997-06-23,F,S,23,1,0,0, V,0.0,0.0,No
8169747657736884985,2020-09-14,TERRITORY 4 - SOUTH LUZON,1964-10-17,F,M,57,1,1,0, V,0.0,0.0,No
4298097900601055942,2020-09-17,TERRITORY 2 - METRO MANILA,1976-12-22,F,M,46,0,2,1, V,1.0,8.0,Yes
5019813449172495261,2020-09-21,TERRITORY 2 - METRO MANILA,1982-07-21,F,S,40,0,2,0, V,1.0,4.0,Yes
18385458103644072034,2020-09-23,TERRITORY 6 - MINDANAO,1998-04-05,F,S,24,0,2,1, V,1.0,4.0,Yes
8116632881934032461,2020-09-25,TERRITORY 4 - SOUTH LUZON,1995-08-29,M,S,27,0,2,1, V,1.0,7.0,Yes
10427107045611201835,2020-10-13,TERRITORY 2 - METRO MANILA,1990-09-04,F,S,30,1,0,0, V,0.0,0.0,No
8286225700115233917,2020-10-22,TERRITORY 6 - MINDANAO,1987-09-10,M,M,35,0,2,0, V,1.0,3.0,Yes
674657295868090437,2020-11-10,TERRITORY 2 - METRO MANILA,1990-05-22,F,M,31,1,1,0, V,0.0,0.0,No
202569500854993894,2020-11-11,TERRITORY 6 - MINDANAO,1972-08-29,F,M,49,1,1,1, V,0.0,0.0,No
744154683842533728,2021-01-21,TERRITORY 2 - METRO MANILA,1971-05-16,M,M,51,0,2,1,L V,1.0,8.0,Yes
15374614960659693494,2021-02-19,TERRITORY 4 - SOUTH LUZON,1995-02-07,F,S,28,0,1,1, V,0.0,0.0,No
15572610870595829292,2021-03-03,TERRITORY 4 - SOUTH LUZON,1998-06-23,F,S,24,0,1,1, V,1.0,1.0,Yes
4965668132023373021,2021-03-08,TERRITORY 2 - METRO MANILA,1986-07-07,M,M,35,1,0,0, V,0.0,0.0,No
905941572981350897,2021-03-22,TERRITORY 4 - SOUTH LUZON,1979-09-14,F,S,42,1,1,0, V,0.0,0.0,No
9846371251585975948,2021-04-26,TERRITORY 2 - METRO MANILA,1988-05-09,F,M,34,0,1,1, V,0.0,0.0,No
9850047324091540690,2021-05-07,TERRITORY 3 - VISAYAS,2001-05-21,F,S,21,0,1,1, V,0.0,0.0,No
13788175150469883386,2021-05-12,TERRITORY 2 - METRO MANILA,1992-04-01,M,S,29,1,0,0, V,0.0,0.0,No
11526943359457632723,2021-05-28,TERRITORY 3 - VISAYAS,1993-02-11,F,S,30,0,1,0,L V,0.0,0.0,No
14361885828230911056,2021-06-24,TERRITORY 2 - METRO MANILA,1980-04-03,F,S,42,1,0,1,L V,0.0,0.0,No
16119405642085701518,2021-06-28,TERRITORY 3 - VISAYAS,1999-01-06,F,S,24,0,1,0, V,0.0,0.0,No
2473955833773542492,2021-06-28,TERRITORY 3 - VISAYAS,1998-07-03,F,S,24,0,1,1, V,0.0,0.0,No
1255721253719945302,2021-06-28,TERRITORY 2 - METRO MANILA,1960-01-12,M,M,63,0,1,1,L V,0.0,0.0,No
1643969825947500063,2021-06-28,TERRITORY 3 - VISAYAS,1999-02-15,F,S,23,0,1,1, V,0.0,0.0,No
15475725050342510014,2018-12-19,TERRITORY 6 - MINDANAO,1975-05-20,M,M,46,1,3,1,L V,0.0,0.0,No
6150617376105345851,2018-12-21,TERRITORY 6 - MINDANAO,1966-10-28,M,S,54,1,2,0,L V,0.0,0.0,No
10432504236259080230,2018-12-27,TERRITORY 1 - NORTH AND CENTRAL LUZON,1990-03-26,F,M,29,1,0,0, V,0.0,0.0,No
11097398695541692917,2018-12-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1991-05-16,M,M,28,1,0,0, V,0.0,0.0,No
13806527948132496975,2018-12-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1978-09-25,F,M,40,1,0,0, V,0.0,0.0,No
6617723438699354688,2019-01-03,TERRITORY 1 - NORTH AND CENTRAL LUZON,1973-07-13,M,M,48,1,3,0, V,0.0,0.0,No
9290674805871163797,2019-01-03,TERRITORY 4 - SOUTH LUZON,1973-08-15,M,M,47,1,2,0, V,0.0,0.0,No
17969623010796726129,2019-01-07,TERRITORY 1 - NORTH AND CENTRAL LUZON,1986-02-20,F,M,33,1,0,0, V,0.0,0.0,No
7824831337392747430,2019-01-14,TERRITORY 2 - METRO MANILA,1993-06-23,M,S,25,1,0,1, V,0.0,0.0,No
99134796116048714,2019-01-15,TERRITORY 1 - NORTH AND CENTRAL LUZON,1964-05-01,F,W,57,1,2,0, V,0.0,0.0,No
10198387955173917746,2019-01-21,TERRITORY 6 - MINDANAO,1999-08-07,F,S,19,1,0,0, V,0.0,0.0,No
3407088057526041152,2019-01-25,TERRITORY 4 - SOUTH LUZON,1988-05-26,M,M,32,1,2,0, V,0.0,0.0,No
6735276040977118697,2019-01-31,TERRITORY 4 - SOUTH LUZON,1991-09-16,M,S,29,1,2,0, V,0.0,0.0,No
12398980669169896986,2019-02-01,TERRITORY 1 - NORTH AND CENTRAL LUZON,1980-06-28,F,S,39,1,0,0, V,0.0,0.0,No
7411996692447472068,2019-02-21,TERRITORY 6 - MINDANAO,1995-08-25,M,S,25,1,1,0, V,0.0,0.0,No
507701448854968594,2019-02-28,TERRITORY 4 - SOUTH LUZON,1971-09-04,M,M,49,1,1,0, V,0.0,0.0,No
17842661361051812631,2019-03-13,TERRITORY 4 - SOUTH LUZON,1979-10-09,M,M,42,1,2,0, V,0.0,0.0,No
18229619940664363092,2019-03-13,TERRITORY 3 - VISAYAS,1991-10-11,M,S,29,1,1,0, V,0.0,0.0,No
11712690833944248878,2019-03-13,TERRITORY 3 - VISAYAS,1982-08-11,F,S,38,1,1,0, V,0.0,0.0,No
9657504899970196722,2019-03-13,TERRITORY 4 - SOUTH LUZON,1989-01-09,F,S,32,1,1,0, V,0.0,0.0,No
6736020973159471911,2019-03-15,TERRITORY 3 - VISAYAS,1993-08-08,M,S,27,1,1,0, V,0.0,0.0,No
11482520955879481494,2019-03-15,TERRITORY 4 - SOUTH LUZON,1994-01-08,F,S,28,1,2,0, V,0.0,0.0,No
17883629798062940365,2019-03-18,TERRITORY 2 - METRO MANILA,1993-07-23,M,S,26,1,0,0, V,0.0,0.0,No
18424832308907258087,2019-03-18,TERRITORY 2 - METRO MANILA,1978-02-22,F,M,44,0,3,1,L V,2.75,4.0,Yes
11273919656743898005,2019-03-21,TERRITORY 3 - VISAYAS,1966-09-28,F,M,55,1,2,0, V,0.0,0.0,No
15761612062529248594,2019-03-28,TERRITORY 4 - SOUTH LUZON,1994-09-02,M,S,28,0,3,1, V,1.3333333333333333,6.0,Yes
16797268996971317773,2019-03-29,TERRITORY 2 - METRO MANILA,1991-04-11,M,S,29,1,1,0, V,0.0,0.0,No
3757506269743882527,2019-04-16,TERRITORY 4 - SOUTH LUZON,1989-03-04,F,S,31,1,1,0, V,0.0,0.0,No
15796600640174772893,2019-04-30,TERRITORY 6 - MINDANAO,1995-06-15,F,S,25,1,1,0, V,0.0,0.0,No
17887777858473419204,2019-04-30,TERRITORY 6 - MINDANAO,1996-12-08,M,S,23,1,1,0, V,0.0,0.0,No
3950880659975778699,2019-04-30,TERRITORY 4 - SOUTH LUZON,1993-02-13,F,S,27,1,1,0, V,0.0,0.0,No
12071398954345883284,2019-05-15,TERRITORY 3 - VISAYAS,1966-05-04,F,W,54,1,1,0, V,0.0,0.0,No
13465397010461761234,2019-05-21,TERRITORY 2 - METRO MANILA,1960-06-22,F,M,59,1,0,0, V,0.0,0.0,No
13187666915650097565,2019-05-21,TERRITORY 3 - VISAYAS,1997-03-19,F,S,23,1,1,0, V,0.0,0.0,No
10803938720073115872,2019-05-30,TERRITORY 3 - VISAYAS,1969-10-30,F,M,51,1,1,0, V,0.0,0.0,No
3932955166516976358,2019-06-07,TERRITORY 3 - VISAYAS,1983-06-09,F,M,37,1,1,0, V,0.0,0.0,No
7010712094370324745,2019-06-19,TERRITORY 3 - VISAYAS,1990-03-13,F,M,30,1,1,0, V,0.0,0.0,No
5744327547889361262,2019-07-12,TERRITORY 3 - VISAYAS,1995-04-29,F,S,27,0,3,1, V,0.0,0.0,No
6105467006355824859,2019-07-22,TERRITORY 2 - METRO MANILA,1992-04-27,F,M,28,1,1,0, V,0.0,0.0,No
806571185631834063,2019-07-30,TERRITORY 4 - SOUTH LUZON,1974-03-21,F,M,47,1,2,0, V,0.0,0.0,No
9801200198643538192,2019-08-06,TERRITORY 2 - METRO MANILA,1985-04-01,F,M,37,0,3,1,L V,2.0,2.0,Yes
9462167901276782334,2019-08-08,TERRITORY 4 - SOUTH LUZON,1962-05-19,F,M,58,1,1,0, V,0.0,0.0,No
7014218207919436784,2019-08-23,TERRITORY 3 - VISAYAS,1995-05-16,F,S,25,1,0,0, V,0.0,0.0,No
8638701613769776952,2019-08-30,TERRITORY 6 - MINDANAO,1991-02-09,F,M,29,1,1,0, V,0.0,0.0,No
14090839145693067603,2019-09-10,TERRITORY 4 - SOUTH LUZON,1976-02-16,F,M,44,1,1,0, V,0.0,0.0,No
13697877239199911516,2019-09-11,TERRITORY 3 - VISAYAS,1980-01-20,F,M,41,1,1,0, V,0.0,0.0,No
12817283677508452651,2019-09-13,TERRITORY 3 - VISAYAS,1988-06-21,F,M,32,1,1,0, V,0.0,0.0,No
4271568570723029478,2019-09-19,TERRITORY 3 - VISAYAS,1988-12-31,F,S,32,1,1,0, V,0.0,0.0,No
17231343091460200218,2019-09-25,TERRITORY 2 - METRO MANILA,1982-12-07,F,M,40,0,3,1, V,1.2,5.0,Yes
957664622600487458,2019-09-26,TERRITORY 1 - NORTH AND CENTRAL LUZON,1976-11-20,F,M,45,1,2,0, V,0.0,0.0,No
6198398360997825401,2019-09-27,TERRITORY 2 - METRO MANILA,1978-04-24,F,M,43,1,2,1, V,0.0,0.0,No
7841082233229624167,2019-09-27,TERRITORY 2 - METRO MANILA,1983-05-19,F,M,39,0,3,1, V,1.25,4.0,Yes
1664841432310056153,2019-09-30,TERRITORY 2 - METRO MANILA,1980-01-01,M,M,42,1,2,0, V,0.0,0.0,No
10806184968474339435,2019-09-30,TERRITORY 2 - METRO MANILA,1993-10-14,F,S,27,1,1,0, V,0.0,0.0,No
16010809645027749185,2019-10-09,TERRITORY 2 - METRO MANILA,1981-10-14,F,S,41,0,3,1,L V,1.4,5.0,Yes
10224971010868943250,2019-10-14,TERRITORY 4 - SOUTH LUZON,1975-01-31,M,M,48,0,3,1, V,1.1666666666666667,6.0,Yes
9983270988145406768,2019-10-22,TERRITORY 4 - SOUTH LUZON,1991-03-13,M,S,31,0,3,1, V,1.5,2.0,Yes
4130718229812023837,2019-10-23,TERRITORY 2 - METRO MANILA,1973-02-06,F,M,48,1,1,0, V,0.0,0.0,No
14552320502452751076,2019-10-25,TERRITORY 2 - METRO MANILA,1985-12-01,F,M,35,1,1,0, V,0.0,0.0,No
4404348433475582803,2019-10-31,TERRITORY 1 - NORTH AND CENTRAL LUZON,1982-12-02,F,M,39,1,2,1,L V,0.0,0.0,No
4843486090612857267,2019-11-21,TERRITORY 2 - METRO MANILA,1969-06-04,F,M,52,1,2,1, V,0.0,0.0,No
343327214677585228,2019-11-25,TERRITORY 6 - MINDANAO,1972-06-12,F,M,49,1,2,1, V,0.0,0.0,No
1341723153898966842,2019-11-27,TERRITORY 2 - METRO MANILA,1991-06-03,F,M,29,1,0,0,L V,0.0,0.0,No
10837131004676822417,2019-11-28,TERRITORY 3 - VISAYAS,1975-10-30,F,M,47,0,3,1, V,0.0,0.0,No
7743835800905332266,2019-11-28,TERRITORY 3 - VISAYAS,1992-02-19,F,M,29,1,1,0, V,0.0,0.0,No
8521170940878738397,2019-12-05,TERRITORY 3 - VISAYAS,1990-10-06,F,S,31,1,2,0, V,0.0,0.0,No
16959262740977361570,2019-12-05,TERRITORY 3 - VISAYAS,2000-11-22,F,S,21,1,2,0, V,0.0,0.0,No
17976925658295279737,2019-12-09,TERRITORY 3 - VISAYAS,1979-11-13,F,S,42,1,2,1, V,0.0,0.0,No
6091977589415470581,2019-12-20,TERRITORY 6 - MINDANAO,1990-05-05,F,S,32,0,3,1, V,0.0,0.0,No
11538352640381481811,2020-01-17,TERRITORY 3 - VISAYAS,1998-08-09,F,S,23,1,2,0, V,0.0,0.0,No
17473793128793214650,2020-01-17,TERRITORY 6 - MINDANAO,1979-01-13,F,M,43,1,2,1, V,0.0,0.0,No
7694641776176050127,2020-01-17,TERRITORY 3 - VISAYAS,1986-12-22,F,M,36,0,3,1, V,1.0,6.0,Yes
16506813988220684017,2020-01-29,TERRITORY 3 - VISAYAS,1990-06-15,F,M,32,0,3,1, V,0.0,0.0,No
3822118985855197053,2020-02-06,TERRITORY 3 - VISAYAS,1976-01-07,M,M,47,0,3,1,L V,1.0,3.0,Yes
1790287588044843262,2020-02-17,TERRITORY 3 - VISAYAS,1993-11-25,F,S,29,0,2,0, V,0.0,0.0,No
13572038187053100109,2020-03-04,TERRITORY 1 - NORTH AND CENTRAL LUZON,1977-12-30,M,M,45,0,2,1, V,0.0,0.0,No
1940346808004822512,2020-03-13,TERRITORY 2 - METRO MANILA,1993-12-23,M,S,27,1,1,0, V,0.0,0.0,No
16982111996546576139,2020-03-30,TERRITORY 3 - VISAYAS,1990-12-20,F,M,31,1,2,0, V,0.0,0.0,No
18394030357934711291,2020-05-13,TERRITORY 2 - METRO MANILA,1994-11-08,M,S,28,0,2,1, V,1.0,8.0,Yes
8589732913675641908,2020-05-22,TERRITORY 3 - VISAYAS,1957-01-27,M,M,66,0,2,1, V,1.0,5.0,Yes
3609045540299596957,2019-04-04,TERRITORY 3 - VISAYAS,1967-12-08,F,M,53,1,1,0, V,0.0,0.0,No
5439949469806346937,2019-04-05,TERRITORY 6 - MINDANAO,1991-04-29,F,S,29,1,1,0, V,0.0,0.0,No
17187862512834731648,2019-04-10,TERRITORY 3 - VISAYAS,1984-01-21,M,M,35,1,0,0, V,0.0,0.0,No
3532619717836828245,2019-04-17,TERRITORY 2 - METRO MANILA,1991-07-11,F,M,29,1,1,0, V,0.0,0.0,No
16792673259536241375,2019-04-17,TERRITORY 2 - METRO MANILA,1992-12-06,F,M,27,1,1,0, V,0.0,0.0,No
5787117514454663534,2019-04-24,TERRITORY 1 - NORTH AND CENTRAL LUZON,1993-01-27,M,S,28,1,2,0, V,0.0,0.0,No
8469045937487068531,2019-04-25,TERRITORY 2 - METRO MANILA,1980-06-13,M,M,39,1,1,0, V,0.0,0.0,No
16922968008905693109,2019-04-29,TERRITORY 1 - NORTH AND CENTRAL LUZON,1998-05-02,F,S,21,1,0,0, V,0.0,0.0,No
13183798984771422395,2019-04-30,TERRITORY 3 - VISAYAS,1989-08-04,M,S,31,1,1,0, V,0.0,0.0,No
614862087260921527,2019-04-30,TERRITORY 1 - NORTH AND CENTRAL LUZON,1968-04-12,F,M,54,0,3,1,L V,0.0,0.0,No
17988595919991582886,2019-05-03,TERRITORY 2 - METRO MANILA,1988-03-05,M,M,33,1,2,0, V,0.0,0.0,No
11731952020044797387,2019-05-15,TERRITORY 3 - VISAYAS,1987-03-28,M,S,33,1,1,0, V,0.0,0.0,No
14160598883203567170,2019-05-21,TERRITORY 6 - MINDANAO,1976-11-02,M,S,44,1,1,0, V,0.0,0.0,No
8907233530268731949,2019-05-23,TERRITORY 4 - SOUTH LUZON,1989-10-25,F,M,31,1,1,0, V,0.0,0.0,No
8370117577498892706,2019-05-27,TERRITORY 4 - SOUTH LUZON,1978-12-25,M,M,42,1,1,0, V,0.0,0.0,No
4597694628211924170,2019-05-27,TERRITORY 4 - SOUTH LUZON,1964-07-19,M,M,56,1,1,0, V,0.0,0.0,No
5638312953434813007,2019-05-31,TERRITORY 4 - SOUTH LUZON,1993-01-27,M,S,28,1,1,0, V,0.0,0.0,No
7735246800888578102,2019-05-31,TERRITORY 4 - SOUTH LUZON,1985-11-13,F,S,35,1,1,0, V,0.0,0.0,No
1964717881616349394,2019-06-14,TERRITORY 2 - METRO MANILA,1994-08-30,F,S,26,1,1,0, V,0.0,0.0,No
11194557822492749364,2019-06-18,TERRITORY 2 - METRO MANILA,1992-07-20,M,S,29,1,2,1, V,0.0,0.0,No
13330881619833680168,2019-06-24,TERRITORY 2 - METRO MANILA,1995-08-21,F,S,24,1,0,0, V,0.0,0.0,No
13011577231108202120,2019-06-25,TERRITORY 4 - SOUTH LUZON,1969-04-04,F,M,51,1,1,0, V,0.0,0.0,No
4205457949563800364,2019-07-11,TERRITORY 2 - METRO MANILA,1998-12-25,F,S,22,1,1,0, V,0.0,0.0,No
13532996029687253687,2019-07-16,TERRITORY 4 - SOUTH LUZON,1995-12-25,M,S,25,1,1,0, V,0.0,0.0,No
6697373269959480512,2019-07-17,TERRITORY 2 - METRO MANILA,1983-10-23,F,M,37,1,1,0, V,0.0,0.0,No
865195637414596999,2019-07-18,TERRITORY 4 - SOUTH LUZON,1988-09-05,F,S,32,1,1,0, V,0.0,0.0,No
17613102417105031337,2019-08-08,TERRITORY 6 - MINDANAO,1990-04-18,M,S,30,1,1,0,L V,0.0,0.0,No
9156102045270670501,2019-08-22,TERRITORY 4 - SOUTH LUZON,1968-09-16,F,M,52,1,1,0, V,0.0,0.0,No
17776474758606044254,2019-08-22,TERRITORY 1 - NORTH AND CENTRAL LUZON,1961-01-12,M,M,60,1,1,0,L V,0.0,0.0,No
9623502685526229425,2019-08-27,TERRITORY 3 - VISAYAS,1989-04-14,F,S,33,0,3,1, V,0.0,0.0,No
9314014487557940780,2019-08-27,TERRITORY 1 - NORTH AND CENTRAL LUZON,1993-09-18,F,S,27,1,1,0, V,0.0,0.0,No
8337864272666928457,2019-09-12,TERRITORY 6 - MINDANAO,1980-12-18,F,M,39,1,1,0, V,0.0,0.0,No
5067922872585176542,2019-09-18,TERRITORY 2 - METRO MANILA,1967-06-08,F,W,55,0,3,1, V,1.3333333333333333,6.0,Yes
3156920095317742902,2019-09-26,TERRITORY 1 - NORTH AND CENTRAL LUZON,1998-04-13,F,S,24,0,3,1, V,1.5,2.0,Yes
14049776639542464574,2019-10-08,TERRITORY 2 - METRO MANILA,1998-02-04,M,S,22,1,0,0, V,0.0,0.0,No
9608861760052217054,2019-10-16,TERRITORY 3 - VISAYAS,1999-01-16,F,S,22,1,1,0, V,0.0,0.0,No
14622765811387009648,2019-10-16,TERRITORY 4 - SOUTH LUZON,1976-09-01,M,M,44,1,1,0, V,0.0,0.0,No
10325389508988281525,2019-10-18,TERRITORY 2 - METRO MANILA,1977-11-11,F,M,45,0,3,1, V,0.0,0.0,No
407376410270872316,2019-10-23,TERRITORY 3 - VISAYAS,1998-03-02,F,S,22,1,1,0, V,0.0,0.0,No
17976048491858720959,2019-11-08,TERRITORY 2 - METRO MANILA,1994-03-08,M,M,26,1,1,0, V,0.0,0.0,No
2726341967825013762,2019-11-18,TERRITORY 2 - METRO MANILA,1999-04-26,F,S,21,1,1,0, V,0.0,0.0,No
6193800025464678012,2019-11-26,TERRITORY 3 - VISAYAS,1982-08-27,F,S,38,1,1,0, V,0.0,0.0,No
4072521250927314553,2019-11-28,TERRITORY 3 - VISAYAS,1984-04-17,F,M,37,1,2,0, V,0.0,0.0,No
5048477234018366540,2019-12-16,TERRITORY 2 - METRO MANILA,1981-06-12,F,M,41,0,3,1, V,0.0,0.0,No
12916460218246350425,2019-12-20,TERRITORY 3 - VISAYAS,1985-02-11,M,M,38,0,3,0, V,0.0,0.0,No
8555957132270807115,2019-12-27,TERRITORY 2 - METRO MANILA,1987-11-11,F,M,34,1,2,1, V,0.0,0.0,No
