customer_id,age,sex,region,major_region,married,no_of_children,has_children,in_luzon,is_married,ave_days_booking_departure,ave_guests,ave_spend_per_booking,total_flights,min_guests,max_guests,ave_spend_per_booking_per_guest,Generation
3158,51,M,Region 10 - N. Mindanao,Mindanao,False,0,0,0,0,61.0,1.0,11423.860187773596,2,1,1,11423.860187773596,Generation X
3159,19,F,Region 6 - W. Visayas,Visayas,True,0,0,0,1,61.0,3.0,57669.9319609234,1,3,3,19223.310653641132,Generation Z
3160,39,M,NCR,Luzon,True,2,1,1,1,18.0,1.0,3728.61437513364,1,1,1,3728.61437513364,Millennial
3161,27,F,Region 6 - W. Visayas,Visayas,False,0,0,0,0,36.0,2.0,6283.348282991616,2,1,3,3141.674141495808,Millennial
3162,26,M,Region 1 - Ilocos,Luzon,True,1,1,1,1,26.666666666666668,2.0,14353.795552416808,3,1,3,7176.897776208404,Generation Z
3163,48,F,NCR,Luzon,False,0,0,1,0,64.0,1.0,24990.5655353589,1,1,1,24990.5655353589,Generation X
3164,25,F,Region 13 - Caraga,Mindanao,False,1,1,0,0,29.0,3.0,11504.8671136707,1,3,3,3834.9557045569,Generation Z
3165,35,F,NCR,Luzon,False,0,0,1,0,27.666666666666668,1.0,9152.25048170843,3,1,1,9152.25048170843,Millennial
3166,17,F,Region 3 - Central Luzon,Luzon,False,0,0,1,0,52.0,1.0,12187.2753295869,2,1,1,12187.2753295869,Generation Z
3167,31,M,Region 7 - C. Visayas,Visayas,True,2,1,0,1,63.0,4.0,34588.4219150057,1,4,4,8647.105478751426,Millennial
3168,19,M,Region 9 - Zamboanga,Mindanao,False,3,1,0,0,33.5,2.5,9152.561264078277,4,1,7,3661.0245056313106,Generation Z
3169,43,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,11.666666666666666,1.6666666666666667,4571.69437934363,3,1,3,2743.016627606178,Generation X
3170,15,F,Region 10 - N. Mindanao,Mindanao,True,0,0,0,1,43.0,2.5,19541.19217409115,2,1,4,7816.47686963646,Generation Z
3171,15,F,Region 9 - Zamboanga,Mindanao,True,0,0,0,1,18.5,1.5,4584.80809929454,2,1,2,3056.5387328630263,Generation Z
3172,31,F,Region 11 - Davao,Mindanao,False,0,0,0,0,16.0,1.0,3036.8215534549,1,1,1,3036.8215534549,Millennial
3173,23,M,NCR,Luzon,False,0,0,1,0,59.5,2.0,23935.675955491923,2,1,3,11967.837977745961,Generation Z
3174,29,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,39.5,1.0,3544.363945854655,2,1,1,3544.363945854655,Millennial
3175,28,F,Region 13 - Caraga,Mindanao,True,0,0,0,1,10.0,3.5,10880.318729817225,2,2,5,3108.662494233493,Millennial
3176,44,M,Region 10 - N. Mindanao,Mindanao,False,0,0,0,0,17.0,8.0,8116.7009077702,1,8,8,1014.587613471275,Generation X
3177,31,F,Region 6 - W. Visayas,Visayas,True,1,1,0,1,18.0,2.0,6230.31204323162,1,2,2,3115.15602161581,Millennial
3178,25,F,Region 6 - W. Visayas,Visayas,True,0,0,0,1,38.5,2.5,5963.234611369065,2,2,3,2385.2938445476257,Generation Z
3179,21,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,34.0,1.0,4964.081068283765,2,1,1,4964.081068283765,Generation Z
3180,15,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,11.0,1.0,3681.62413659993,1,1,1,3681.62413659993,Generation Z
3181,44,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,32.5,1.0,14034.35883712555,2,1,1,14034.35883712555,Generation X
3182,26,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,17.0,1.0,1748.39873929037,1,1,1,1748.39873929037,Generation Z
3183,33,F,Region 6 - W. Visayas,Visayas,False,0,0,0,0,56.5,3.0,50629.38390573055,2,3,3,16876.461301910185,Millennial
3184,26,M,NCR,Luzon,False,0,0,1,0,60.0,3.0,21721.9621294733,1,3,3,7240.654043157767,Generation Z
3185,26,F,Region 7 - C. Visayas,Visayas,True,2,1,0,1,12.0,2.0,1735.49065902822,1,2,2,867.74532951411,Generation Z
3186,33,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,14.0,2.0,2781.739551194425,2,1,3,1390.8697755972125,Millennial
3187,38,Other,NCR,Luzon,True,3,1,1,1,34.5,2.5,15968.77286599814,2,1,4,6387.509146399256,Millennial
3188,18,M,NCR,Luzon,False,0,0,1,0,61.0,1.0,7915.06826814191,1,1,1,7915.06826814191,Generation Z
3189,47,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,14.333333333333334,1.6666666666666667,3449.5586771317103,3,1,3,2069.735206279026,Generation X
3190,31,F,MIMAROPA,Luzon,True,0,0,1,1,49.0,2.0,52393.4333507408,1,2,2,26196.7166753704,Millennial
3191,16,F,NCR,Luzon,False,0,0,1,0,39.0,7.0,46035.7028684107,1,7,7,6576.528981201528,Generation Z
3192,41,M,Region 4 - CALABARZON,Luzon,False,1,1,1,0,67.0,4.0,14128.7980533932,1,4,4,3532.1995133483,Millennial
3193,24,M,MIMAROPA,Luzon,False,0,0,1,0,13.0,3.0,7493.2520864607195,2,3,3,2497.7506954869064,Generation Z
3194,30,M,Region 1 - Ilocos,Luzon,False,0,0,1,0,39.0,2.0,16385.49354791575,2,1,3,8192.746773957875,Millennial
3195,38,M,MIMAROPA,Luzon,True,2,1,1,1,60.5,1.5,6667.122662076565,2,1,2,4444.748441384377,Millennial
3196,15,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,51.333333333333336,2.3333333333333335,12194.393128411035,3,1,5,5226.168483604729,Generation Z
3197,42,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,64.0,2.0,14140.348093036326,2,1,3,7070.174046518163,Millennial
3198,24,M,Region 11 - Davao,Mindanao,True,0,0,0,1,24.666666666666668,3.0,21641.577132443515,3,1,4,7213.859044147838,Generation Z
3199,31,M,Region 11 - Davao,Mindanao,False,1,1,0,0,12.5,1.0,2522.277381807605,2,1,1,2522.277381807605,Millennial
3200,45,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,39.0,1.0,9442.254677219255,2,1,1,9442.254677219255,Generation X
3201,29,F,Region 8 - E. Visayas,Visayas,True,0,0,0,1,50.0,2.0,15965.0591559886,1,2,2,7982.5295779943,Millennial
3202,32,M,MIMAROPA,Luzon,True,3,1,1,1,49.333333333333336,2.3333333333333335,18743.817047323417,3,2,3,8033.064448852892,Millennial
3203,23,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,17.666666666666668,2.3333333333333335,4364.82220952563,3,1,5,1870.6380897966983,Generation Z
3204,41,F,NCR,Luzon,False,0,0,1,0,62.0,1.5,15641.653946021637,4,1,3,10427.769297347759,Millennial
3205,40,M,NCR,Luzon,False,0,0,1,0,30.0,2.0,9791.784048087886,2,1,3,4895.892024043943,Millennial
3206,38,F,Region 1 - Ilocos,Luzon,False,0,0,1,0,27.666666666666668,1.6666666666666667,10607.922692632883,3,1,3,6364.75361557973,Millennial
3207,26,F,NCR,Luzon,False,0,0,1,0,31.5,2.0,7130.70214544712,2,1,3,3565.35107272356,Generation Z
3208,38,F,MIMAROPA,Luzon,False,0,0,1,0,40.666666666666664,2.3333333333333335,11951.664650574477,3,1,5,5122.141993103347,Millennial
3209,42,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,32.333333333333336,2.0,17077.688404880737,3,1,4,8538.844202440368,Millennial
3210,35,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,16.5,1.0,3579.456284544985,2,1,1,3579.456284544985,Millennial
3211,22,F,Region 2 - Cagayan,Luzon,True,0,0,1,1,64.0,1.0,3413.03044236097,1,1,1,3413.03044236097,Generation Z
3212,52,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,61.5,3.0,19397.952278410798,2,3,3,6465.984092803599,Generation X
3213,25,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,54.0,4.0,31999.6527772535,1,4,4,7999.913194313375,Generation Z
3214,30,M,Region 7 - C. Visayas,Visayas,True,2,1,0,1,16.666666666666668,2.3333333333333335,4422.456083517263,3,1,4,1895.3383215073984,Millennial
3215,43,F,Region 4 - CALABARZON,Luzon,True,0,0,1,1,30.333333333333332,2.3333333333333335,24033.742637702362,3,2,3,10300.175416158154,Generation X
3216,34,M,Region 5 - Bicol,Luzon,False,0,0,1,0,18.0,1.0,2325.86171437626,1,1,1,2325.86171437626,Millennial
3217,37,M,Region 4 - CALABARZON,Luzon,True,0,0,1,1,45.666666666666664,3.3333333333333335,20216.932414275252,3,1,7,6065.079724282576,Millennial
3218,24,F,Region 5 - Bicol,Luzon,True,0,0,1,1,34.666666666666664,1.3333333333333333,6443.836918836477,3,1,2,4832.877689127358,Generation Z
3219,41,M,Region 6 - W. Visayas,Visayas,True,0,0,0,1,17.0,2.5,4182.48930826071,2,2,3,1672.9957233042837,Millennial
3220,26,M,Region 1 - Ilocos,Luzon,False,0,0,1,0,42.333333333333336,2.6666666666666665,26781.42972744194,3,1,4,10043.036147790728,Generation Z
3221,28,Other,Region 5 - Bicol,Luzon,True,0,0,1,1,65.0,4.0,13556.6100892474,1,4,4,3389.15252231185,Millennial
3222,36,F,Region 12 - SOCCKSARGEN,Mindanao,True,0,0,0,1,14.0,3.0,3685.1338899016,2,1,5,1228.3779633005333,Millennial
3223,15,F,Region 10 - N. Mindanao,Mindanao,True,0,0,0,1,37.25,2.5,15992.484845710052,4,1,4,6396.993938284021,Generation Z
3224,26,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,12.0,3.0,8421.19218594625,1,3,3,2807.064061982084,Generation Z
3225,22,M,BARMM,Mindanao,True,0,0,0,1,54.0,2.0,32190.6897211289,1,2,2,16095.34486056445,Generation Z
3226,18,F,Region 9 - Zamboanga,Mindanao,False,0,0,0,0,50.0,4.5,39022.4772042743,2,3,6,8671.661600949845,Generation Z
3227,30,M,Region 4 - CALABARZON,Luzon,False,0,0,1,0,57.5,2.0,18321.484244829364,2,1,3,9160.742122414682,Millennial
3228,30,M,Region 1 - Ilocos,Luzon,True,0,0,1,1,15.333333333333334,3.6666666666666665,22665.69953194386,3,1,7,6181.554417802871,Millennial
3229,32,M,Region 5 - Bicol,Luzon,False,1,1,1,0,14.0,3.0,4876.85018567623,1,3,3,1625.6167285587433,Millennial
3230,16,M,Region 7 - C. Visayas,Visayas,False,1,1,0,0,61.0,1.0,8093.6787338384,1,1,1,8093.6787338384,Generation Z
3231,33,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,60.0,1.0,10199.2624919989,1,1,1,10199.2624919989,Millennial
3232,31,M,NCR,Luzon,True,1,1,1,1,17.0,1.0,1695.02075188799,1,1,1,1695.02075188799,Millennial
3233,15,F,CAR,Luzon,False,0,0,1,0,14.0,1.0,2118.8032434396,1,1,1,2118.8032434396,Generation Z
3234,15,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,16.0,1.0,2496.76505151622,2,1,1,2496.76505151622,Generation Z
3235,32,F,Region 7 - C. Visayas,Visayas,True,1,1,0,1,16.0,2.0,6061.27622770625,1,2,2,3030.638113853125,Millennial
3236,30,F,CAR,Luzon,True,2,1,1,1,64.0,1.0,11432.5784280783,1,1,1,11432.5784280783,Millennial
3237,28,M,Region 12 - SOCCKSARGEN,Mindanao,False,0,0,0,0,41.5,2.5,8327.49758703795,2,1,4,3330.9990348151796,Millennial
3238,35,M,Region 10 - N. Mindanao,Mindanao,False,0,0,0,0,15.0,1.0,1681.3304066958265,3,1,1,1681.3304066958265,Millennial
3239,34,M,Region 11 - Davao,Mindanao,False,0,0,0,0,52.75,1.0,6734.450631657848,4,1,1,6734.450631657848,Millennial
3240,29,M,NCR,Luzon,True,0,0,1,1,29.333333333333332,2.0,6311.77988390832,3,2,2,3155.88994195416,Millennial
3241,15,F,BARMM,Mindanao,False,0,0,0,0,17.0,3.0,13672.6148263434,1,3,3,4557.5382754478005,Generation Z
3242,35,M,MIMAROPA,Luzon,False,0,0,1,0,32.666666666666664,2.3333333333333335,13816.134022530197,3,1,3,5921.200295370084,Millennial
3243,43,M,NCR,Luzon,False,0,0,1,0,40.333333333333336,3.0,15746.502379250962,3,1,4,5248.834126416988,Generation X
3244,32,M,Region 5 - Bicol,Luzon,True,0,0,1,1,16.0,4.0,6124.2351774032595,2,4,4,1531.0587943508149,Millennial
3245,25,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,42.0,2.0,9440.596751897901,2,1,3,4720.298375948951,Generation Z
3246,18,M,Region 8 - E. Visayas,Visayas,True,1,1,0,1,34.0,2.5,17160.27831432055,2,1,4,6864.1113257282195,Generation Z
3247,22,M,Region 4 - CALABARZON,Luzon,True,1,1,1,1,16.0,2.0,6429.88497317501,1,2,2,3214.942486587505,Generation Z
3248,20,F,Region 3 - Central Luzon,Luzon,False,0,0,1,0,17.0,3.0,17109.8934378506,1,3,3,5703.297812616866,Generation Z
3249,42,F,Region 11 - Davao,Mindanao,False,0,0,0,0,41.5,2.0,5029.117331280409,2,1,3,2514.5586656402047,Millennial
3250,26,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,59.333333333333336,1.0,12817.96643959523,3,1,1,12817.96643959523,Generation Z
3251,43,M,Region 9 - Zamboanga,Mindanao,False,0,0,0,0,44.0,4.0,12229.3542438817,1,4,4,3057.338560970425,Generation X
3252,24,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,19.5,3.0,8494.500822065125,2,1,5,2831.5002740217083,Generation Z
3253,21,F,NCR,Luzon,False,0,0,1,0,67.0,1.0,6983.88816287745,1,1,1,6983.88816287745,Generation Z
3254,28,F,Region 12 - SOCCKSARGEN,Mindanao,True,1,1,0,1,13.0,3.5,5688.07792446099,2,3,4,1625.1651212745687,Millennial
3255,29,M,Region 8 - E. Visayas,Visayas,False,0,0,0,0,16.0,5.0,17729.1225587947,1,5,5,3545.8245117589404,Millennial
3256,30,M,Region 4 - CALABARZON,Luzon,True,0,0,1,1,14.0,5.5,10196.618036841985,2,3,8,1853.930552153088,Millennial
3257,24,M,Region 1 - Ilocos,Luzon,False,0,0,1,0,10.0,1.6666666666666667,4368.23406618624,3,1,3,2620.9404397117437,Generation Z
3258,25,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,79.0,1.0,14382.174980857,1,1,1,14382.174980857,Generation Z
3259,38,F,Region 1 - Ilocos,Luzon,False,0,0,1,0,59.0,1.0,15258.5252911604,1,1,1,15258.5252911604,Millennial
3260,35,F,Region 7 - C. Visayas,Visayas,True,1,1,0,1,10.0,2.0,1000.0,1,2,2,500.0,Millennial
3261,24,F,NCR,Luzon,True,0,0,1,1,41.0,3.0,20584.2868030144,2,3,3,6861.428934338134,Generation Z
3262,19,M,NCR,Luzon,False,0,0,1,0,20.0,1.0,1000.0,1,1,1,1000.0,Generation Z
3263,53,F,Region 9 - Zamboanga,Mindanao,False,0,0,0,0,13.5,4.0,14898.464706040995,2,3,5,3724.616176510249,Generation X
3264,24,F,Region 6 - W. Visayas,Visayas,True,0,0,0,1,30.5,2.0,6590.697155769545,2,1,3,3295.3485778847726,Generation Z
3265,37,F,Region 4 - CALABARZON,Luzon,True,0,0,1,1,19.0,1.5,8216.45458895219,2,1,2,5477.636392634794,Millennial
3266,46,F,Region 5 - Bicol,Luzon,False,0,0,1,0,58.0,1.0,10845.575928039805,2,1,1,10845.575928039805,Generation X
3267,31,M,Region 6 - W. Visayas,Visayas,True,0,0,0,1,12.5,3.0,2604.170816479075,2,3,3,868.0569388263583,Millennial
3268,23,F,Region 1 - Ilocos,Luzon,False,0,0,1,0,11.0,1.0,1859.42564135576,1,1,1,1859.42564135576,Generation Z
3269,37,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,35.333333333333336,1.0,4825.965381354126,3,1,1,4825.965381354126,Millennial
3270,16,F,Region 5 - Bicol,Luzon,False,0,0,1,0,67.0,1.0,8776.6306612625,1,1,1,8776.6306612625,Generation Z
3271,27,F,Region 10 - N. Mindanao,Mindanao,False,0,0,0,0,17.0,1.0,1213.65104549606,1,1,1,1213.65104549606,Millennial
3272,28,M,Region 9 - Zamboanga,Mindanao,False,1,1,0,0,49.5,1.0,8536.405422941125,2,1,1,8536.405422941125,Millennial
3273,48,M,Region 2 - Cagayan,Luzon,False,0,0,1,0,71.0,1.0,6128.79114666294,1,1,1,6128.79114666294,Generation X
3274,37,F,Region 4 - CALABARZON,Luzon,True,0,0,1,1,74.0,7.0,64359.5475971261,1,7,7,9194.221085303729,Millennial
3275,24,M,Region 7 - C. Visayas,Visayas,True,0,0,0,1,13.5,4.0,9825.665697432045,2,4,4,2456.416424358011,Generation Z
3276,31,F,Region 3 - Central Luzon,Luzon,False,0,0,1,0,64.66666666666667,1.0,4034.8940049685466,3,1,1,4034.8940049685466,Millennial
3277,41,M,Region 2 - Cagayan,Luzon,True,0,0,1,1,51.333333333333336,2.3333333333333335,14888.304207673415,3,1,4,6380.701803288606,Millennial
3278,25,F,BARMM,Mindanao,False,0,0,0,0,51.0,2.5,12198.42792576085,2,1,4,4879.37117030434,Generation Z
3279,34,M,CAR,Luzon,False,0,0,1,0,61.666666666666664,1.0,7957.506167619477,3,1,1,7957.506167619477,Millennial
3280,20,M,Region 10 - N. Mindanao,Mindanao,True,0,0,0,1,50.0,3.6666666666666665,20164.609880325013,3,3,5,5499.439058270458,Generation Z
3281,37,M,Region 1 - Ilocos,Luzon,False,0,0,1,0,40.5,1.0,9443.31468793526,2,1,1,9443.31468793526,Millennial
3282,15,F,Region 3 - Central Luzon,Luzon,False,0,0,1,0,26.5,1.0,2728.9598559802753,4,1,1,2728.9598559802753,Generation Z
3283,52,M,NCR,Luzon,False,0,0,1,0,43.666666666666664,1.0,11650.928775022954,3,1,1,11650.928775022954,Generation X
3284,38,F,Region 6 - W. Visayas,Visayas,False,2,1,0,0,26.5,2.25,7163.637029669288,4,1,4,3183.838679853017,Millennial
3285,29,F,Region 4 - CALABARZON,Luzon,True,0,0,1,1,16.5,1.5,3060.03799406508,2,1,2,2040.02532937672,Millennial
3286,33,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,12.0,3.0,5990.619755112571,2,3,3,1996.8732517041901,Millennial
3287,16,F,Region 12 - SOCCKSARGEN,Mindanao,True,0,0,0,1,9.0,3.0,7880.35985406266,1,3,3,2626.7866180208866,Generation Z
3288,22,F,CAR,Luzon,False,0,0,1,0,15.0,1.0,1861.86136221048,1,1,1,1861.86136221048,Generation Z
3289,35,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,9.5,1.0,3146.054299637355,2,1,1,3146.054299637355,Millennial
3290,15,F,Region 11 - Davao,Mindanao,True,0,0,0,1,15.0,2.0,2731.80743395299,1,2,2,1365.903716976495,Generation Z
3291,18,M,Region 4 - CALABARZON,Luzon,False,2,1,1,0,40.0,1.0,5311.625495062621,2,1,1,5311.625495062621,Generation Z
3292,35,F,Region 6 - W. Visayas,Visayas,False,0,0,0,0,42.333333333333336,1.0,3158.2681594520495,3,1,1,3158.2681594520495,Millennial
3293,35,F,Region 4 - CALABARZON,Luzon,True,0,0,1,1,32.666666666666664,2.6666666666666665,17893.428854322305,3,2,4,6710.035820370865,Millennial
3294,24,F,Region 3 - Central Luzon,Luzon,False,0,0,1,0,40.666666666666664,2.3333333333333335,15841.923836443413,3,1,3,6789.39592990432,Generation Z
3295,43,F,Region 10 - N. Mindanao,Mindanao,False,0,0,0,0,10.0,1.0,2514.29317603401,1,1,1,2514.29317603401,Generation X
3296,54,M,Region 11 - Davao,Mindanao,False,0,0,0,0,15.0,2.0,4100.78938511656,2,1,3,2050.39469255828,Generation X
3297,22,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,62.5,1.0,11409.430864398535,2,1,1,11409.430864398535,Generation Z
3298,33,M,NCR,Luzon,False,0,0,1,0,16.5,2.0,7629.514562937605,2,1,3,3814.7572814688024,Millennial
3299,17,F,Region 6 - W. Visayas,Visayas,False,0,0,0,0,15.0,3.0,17503.1503275648,1,3,3,5834.3834425216,Generation Z
3300,19,F,BARMM,Mindanao,False,0,0,0,0,52.0,2.5,9688.107700417786,2,1,4,3875.2430801671144,Generation Z
3301,28,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,37.0,3.0,10051.67231518271,2,3,3,3350.5574383942367,Millennial
3302,37,M,Region 7 - C. Visayas,Visayas,False,0,0,0,0,51.0,1.6666666666666667,9554.798031157325,3,1,3,5732.878818694395,Millennial
3303,38,F,NCR,Luzon,True,1,1,1,1,61.0,2.5,17332.6930689188,2,2,3,6933.077227567521,Millennial
3304,32,F,Region 4 - CALABARZON,Luzon,True,1,1,1,1,60.0,2.5,18247.489257519097,2,2,3,7298.995703007638,Millennial
3305,28,M,Region 10 - N. Mindanao,Mindanao,True,1,1,0,1,19.0,4.0,22591.2298906781,1,4,4,5647.807472669525,Millennial
3306,24,F,Region 7 - C. Visayas,Visayas,False,0,0,0,0,25.0,2.3333333333333335,8960.122672730387,3,1,5,3840.0525740273088,Generation Z
3307,32,F,Region 12 - SOCCKSARGEN,Mindanao,False,0,0,0,0,60.5,1.0,5422.412518075935,2,1,1,5422.412518075935,Millennial
3308,36,M,Region 6 - W. Visayas,Visayas,True,0,0,0,1,38.0,1.5,8161.655976369805,2,1,2,5441.103984246537,Millennial
3309,38,F,Region 5 - Bicol,Luzon,True,0,0,1,1,46.666666666666664,3.6666666666666665,28025.66056359229,3,2,5,7643.361971888807,Millennial
3310,36,F,Region 3 - Central Luzon,Luzon,False,0,0,1,0,14.0,2.0,10501.97714276617,2,1,3,5250.988571383085,Millennial
3311,46,M,Region 12 - SOCCKSARGEN,Mindanao,True,0,0,0,1,49.666666666666664,3.3333333333333335,27215.020180911106,3,2,4,8164.506054273332,Generation X
3312,21,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,36.5,3.0,7566.0860837885,2,1,5,2522.0286945961666,Generation Z
3313,33,F,Region 3 - Central Luzon,Luzon,True,1,1,1,1,41.333333333333336,4.333333333333333,18965.79757824437,3,3,5,4376.722518056393,Millennial
3314,26,F,NCR,Luzon,False,0,0,1,0,53.0,1.0,7827.21852170088,1,1,1,7827.21852170088,Generation Z
3315,40,M,Region 10 - N. Mindanao,Mindanao,False,0,0,0,0,48.0,2.0,15111.501155615377,3,1,4,7555.750577807688,Millennial
3316,23,F,Region 1 - Ilocos,Luzon,False,0,0,1,0,12.5,1.0,3636.85027223662,2,1,1,3636.85027223662,Generation Z
3317,34,M,Region 6 - W. Visayas,Visayas,False,0,0,0,0,33.5,1.0,8995.128875114215,2,1,1,8995.128875114215,Millennial
3318,26,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,72.0,1.0,16356.7082777488,1,1,1,16356.7082777488,Generation Z
3319,25,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,34.0,3.0,34446.71414286407,2,1,5,11482.238047621357,Generation Z
3320,40,F,Region 1 - Ilocos,Luzon,False,0,0,1,0,32.5,1.0,3482.619529138835,2,1,1,3482.619529138835,Millennial
3321,32,F,Region 4 - CALABARZON,Luzon,True,1,1,1,1,55.333333333333336,2.3333333333333335,41066.8088882089,3,1,3,17600.060952089527,Millennial
3322,21,M,Region 1 - Ilocos,Luzon,False,0,0,1,0,14.0,1.0,4116.58838032374,1,1,1,4116.58838032374,Generation Z
3323,30,F,Region 13 - Caraga,Mindanao,True,0,0,0,1,32.5,5.0,56174.3486721628,2,4,6,11234.86973443256,Millennial
3324,31,F,Region 11 - Davao,Mindanao,True,1,1,0,1,65.0,2.0,9641.20802778713,1,2,2,4820.604013893565,Millennial
3325,28,F,Region 9 - Zamboanga,Mindanao,False,0,0,0,0,14.0,1.0,2459.38508781504,1,1,1,2459.38508781504,Millennial
3326,26,M,Region 7 - C. Visayas,Visayas,True,0,0,0,1,30.5,3.0,19935.486974858224,2,2,4,6645.162324952741,Generation Z
3327,25,F,NCR,Luzon,True,1,1,1,1,11.0,3.0,6231.436705830402,3,2,4,2077.145568610134,Generation Z
3328,34,M,Region 13 - Caraga,Mindanao,False,0,0,0,0,16.0,1.0,2132.6614467129602,2,1,1,2132.6614467129602,Millennial
3329,34,F,Region 9 - Zamboanga,Mindanao,False,0,0,0,0,39.5,2.0,28469.63933209841,2,1,3,14234.819666049205,Millennial
3330,41,F,BARMM,Mindanao,False,0,0,0,0,14.0,1.0,3451.35774770678,1,1,1,3451.35774770678,Millennial
3331,15,M,Region 7 - C. Visayas,Visayas,True,1,1,0,1,17.0,3.0,1324.80792814988,1,3,3,441.60264271662663,Generation Z
3332,33,F,Region 1 - Ilocos,Luzon,True,2,1,1,1,18.0,2.3333333333333335,6593.377862835293,3,2,3,2825.733369786554,Millennial
3333,24,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,48.0,1.0,6658.7750872888,1,1,1,6658.7750872888,Generation Z
3334,20,F,Region 2 - Cagayan,Luzon,True,0,0,1,1,38.5,3.0,14704.06614001323,2,3,3,4901.35538000441,Generation Z
3335,43,F,NCR,Luzon,False,0,0,1,0,54.0,3.0,28109.4274456766,1,3,3,9369.809148558867,Generation X
3336,37,F,Region 1 - Ilocos,Luzon,True,1,1,1,1,44.5,2.0,8578.271977335651,2,2,2,4289.135988667826,Millennial
3337,30,F,Region 4 - CALABARZON,Luzon,True,1,1,1,1,13.5,2.5,7001.28689056063,2,2,3,2800.514756224252,Millennial
3338,31,M,Region 11 - Davao,Mindanao,False,0,0,0,0,17.0,2.0,5154.14385285059,2,1,3,2577.071926425295,Millennial
3339,23,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,48.0,2.0,16911.883141921364,3,1,4,8455.941570960682,Generation Z
3340,32,M,Region 12 - SOCCKSARGEN,Mindanao,False,0,0,0,0,43.0,2.0,6008.50414139238,2,1,3,3004.25207069619,Millennial
3341,40,F,Region 6 - W. Visayas,Visayas,False,0,0,0,0,82.0,1.0,13275.0463142002,1,1,1,13275.0463142002,Millennial
3342,27,F,Region 8 - E. Visayas,Visayas,True,1,1,0,1,17.333333333333332,4.666666666666667,7359.458677487601,3,2,8,1577.0268594616286,Millennial
3343,42,Other,NCR,Luzon,False,0,0,1,0,41.25,1.75,23816.564333782393,4,1,4,13609.465333589938,Millennial
3344,22,M,Region 13 - Caraga,Mindanao,False,0,0,0,0,34.25,1.5,8299.544637108325,4,1,3,5533.029758072217,Generation Z
3345,35,M,NCR,Luzon,False,0,0,1,0,15.5,1.0,1902.797347253465,2,1,1,1902.797347253465,Millennial
3346,15,F,Region 8 - E. Visayas,Visayas,True,1,1,0,1,67.0,1.0,9979.39291029692,1,1,1,9979.39291029692,Generation Z
3347,38,M,Region 12 - SOCCKSARGEN,Mindanao,False,0,0,0,0,35.666666666666664,1.6666666666666667,3441.0643432063866,3,1,3,2064.638605923832,Millennial
3348,37,M,Region 2 - Cagayan,Luzon,False,3,1,1,0,16.0,5.0,21457.6467811869,1,5,5,4291.52935623738,Millennial
3349,15,M,Region 3 - Central Luzon,Luzon,True,1,1,1,1,38.75,3.5,14142.590357653626,4,2,5,4040.7401021867504,Generation Z
3350,37,F,Region 9 - Zamboanga,Mindanao,False,0,0,0,0,30.0,2.0,3598.1632159587,2,1,3,1799.08160797935,Millennial
3351,35,F,Region 4 - CALABARZON,Luzon,False,0,0,1,0,70.0,3.0,22144.1805116898,1,3,3,7381.3935038966,Millennial
3352,26,M,Region 3 - Central Luzon,Luzon,False,0,0,1,0,47.5,2.0,7582.981557588025,2,1,3,3791.4907787940124,Generation Z
3353,34,F,Region 5 - Bicol,Luzon,True,0,0,1,1,36.0,5.0,17053.872166691093,2,5,5,3410.774433338219,Millennial
3354,44,M,Region 8 - E. Visayas,Visayas,False,0,0,0,0,16.0,1.0,3050.29510177622,1,1,1,3050.29510177622,Generation X
