AGENT_CODE_HASH,ISSUE_DATE,POLICY_STATUS_DESC,PLAN_DESC,PLAN_GROUP,ANNUALIZED_PREM_PESO,MODAL_PREMIUM_PESO,BILLING_MODE,POLICY_NO_HASH
2681844293789642513,2020-04-16,PREMIUM PAYING,WEALTH PROTECT,VUL,200000.0,200000.0,12.0,6981686094816530603
17181082750371958820,2019-11-27,EXPIRED,I-SHIELD PRIME 500,TRAD,5000.0,5000.0,12.0,3107038509710284370
3720941358850888657,2021-06-30,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,17486914209113257467
14963247861338099497,2019-01-15,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,10000.0,12.0,7071059108159458795
4116696791638479068,2018-10-29,PREMIUM PAYING,WEALTH SECURE,VUL,15000.0,3750.0,3.0,5357640462578279820
3720941358850888657,2020-06-15,PREMIUM PAYING,SOLID COVER,VUL,25200.0,2100.0,1.0,3105581767452892640
2951500087064563956,2019-11-19,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,16817396560856354888
16327659127628890747,2020-09-02,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,13626282225409008897
13058069428919502726,2018-11-21,LAPSED,WEALTH SECURE,VUL,12000.0,1000.0,1.0,8593389370930205578
2823088000409449929,2018-06-01,LAPSED,WEALTH SECURE,VUL,20000.0,5000.0,3.0,8064747372815061502
14426535650088166799,2020-08-13,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,14799292579383212884
14426535650088166799,2020-04-08,LAPSED,SOLID COVER,VUL,35000.04,2916.67,1.0,4071557229896930487
2951500087064563956,2020-10-28,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,10074053871875249932
16010809645027749185,2021-11-15,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,8571651102449804379
2681844293789642513,2020-03-05,SURRENDERED (COMPUTED),WEALTH SECURE,VUL,36000.0,3000.0,1.0,2095978142653033100
14426535650088166799,2020-08-05,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,15316803918611919717
17181082750371958820,2021-12-20,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,10000.0,12.0,971894577239528644
17421588290096980112,2021-07-07,PREMIUM PAYING,WEALTH ASSURE,VUL,160000.0,80000.0,6.0,16413867492528989110
434925957949569773,2018-05-28,AUTOMATIC PAID-UP,PROMINENCE,VUL,1500000.0,1500000.0,12.0,3902224851782822015
3777732231791581393,2019-09-30,SURRENDERED (COMPUTED),WEALTH ASSURE GIO,VUL,200000.0,50000.0,3.0,4713001038944049207
6983975621979737587,2021-02-11,PREMIUM PAYING,SOLID COVER,VUL,28000.0,28000.0,12.0,5988511204408061178
4116696791638479068,2019-01-08,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,12000.0,12.0,2660864009765347350
2681844293789642513,2018-12-05,PREMIUM PAYING,WEALTH SECURE EDUCATION (COLLEGE),VUL,36000.0,3000.0,1.0,6099660283105662215
6184374732917134226,2022-02-15,PREMIUM PAYING,WEALTH ASSURE,VUL,100000.0,25000.0,3.0,6201709087085210955
7364791630949822632,2021-12-09,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,12500.0,3.0,9746887986822281478
5177816726070076492,2020-07-30,LAPSED,SOLID COVER,VUL,30000.0,15000.0,6.0,1281088190949964961
10651423053641620978,2021-12-28,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,1009059032584824294
16444268808316089035,2021-12-01,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,7845195054126821291
8905632497637062545,2019-06-25,PREMIUM PAYING,WEALTH SECURE,VUL,42000.0,3500.0,1.0,4282212347931239862
10016026362442713663,2022-01-25,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,5000.0,6.0,13389267064764298621
8905632497637062545,2019-06-20,PREMIUM PAYING,WEALTH SECURE,VUL,42000.0,3500.0,1.0,1308964474664995043
8905632497637062545,2019-12-03,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,16884642174881846964
7556538101427457654,2018-04-27,PREMIUM PAYING,WEALTH SECURE,VUL,60000.0,5000.0,1.0,2039908711478635599
14971972908159332651,2020-09-04,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,7500.0,3.0,6077923820500791854
10016026362442713663,2021-10-11,PREMIUM PAYING,WEALTH SECURE,VUL,9999.96,833.33,1.0,15435240488994203319
16576717915194504549,2020-05-23,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,13575044506385619873
8539199041590992923,2019-09-30,PREMIUM PAYING,WEALTH ASSURE,VUL,96000.0,8000.0,1.0,8431540588659759754
8905632497637062545,2018-09-04,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,7084160423915341802
3616539666937559979,2021-10-18,LAPSED,WEALTH SECURE,VUL,30000.0,7500.0,3.0,12508628381444229665
8905632497637062545,2018-10-29,LAPSED,WEALTH SECURE,VUL,12000.0,1000.0,1.0,12578880484816408797
6590920796789518876,2021-01-12,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,25000.0,6.0,1340375371999250158
13176117874446234456,2020-02-07,PREMIUM PAYING,WEALTH ASSURE,VUL,200000.0,100000.0,6.0,17730436861173117202
10178531579743722461,2019-07-31,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,9257394165386041762
2119859051444529333,2021-02-22,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,834036821077075521
3616539666937559979,2021-11-10,PREMIUM PAYING,WEALTH ASSURE GLOBAL,VUL,120000.0,30000.0,3.0,4549420146115585570
4448612736981645857,2018-04-11,AUTOMATIC PAID-UP,PROMINENCE,VUL,2500000.0,2500000.0,12.0,5486254290703417192
9389097724970705039,2018-12-17,PREMIUM PAYING,WEALTH SECURE,VUL,24000.0,2000.0,1.0,15129342188892843490
16444268808316089035,2021-12-10,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,1000000.0,1000000.0,12.0,13766137779082016750
18188913590913452999,2021-10-04,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,12050482572290747719
7797186264837330443,2021-03-29,PREMIUM PAYING,WEALTH ASSURE GLOBAL,VUL,120000.0,120000.0,12.0,4137192513552405055
13661643219127984980,2021-07-09,PREMIUM PAYING,WEALTH ASSURE GLOBAL,VUL,120000.0,30000.0,3.0,9982043071883854437
10094370013585179987,2019-07-30,SURRENDERED (COMPUTED),SOLID FUND BUILDER,VUL,600000.0,600000.0,12.0,10809195072576884759
13561526773706715346,2021-10-28,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,6552680956434374739
10441871554359318110,2021-03-18,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,600000.0,600000.0,12.0,18150993199886371125
6590920796789518876,2020-07-13,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,10848935613917132115
4116726054210438201,2021-03-25,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,5386894769709814151
7797186264837330443,2021-11-25,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,30000.0,12.0,13256772126825572898
13422884281377697905,2021-09-07,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,1073189714841347443
13821372768775711291,2021-02-01,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,500000.0,500000.0,12.0,10142228622448667613
6952461655007171051,2021-03-08,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,1515891355695264205
13561526773706715346,2021-12-10,PREMIUM PAYING,SOLID COVER,VUL,50000.0,50000.0,12.0,15284184115613433598
832802251564005091,2019-10-31,LAPSED,SOLID COVER,VUL,24000.0,2000.0,1.0,9497455668069610713
10178531579743722461,2020-01-17,PREMIUM PAYING,WEALTH SECURE,VUL,60000.0,5000.0,1.0,7359506810158644039
7797186264837330443,2022-01-24,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,10000.0,12.0,10209401908400987544
13561526773706715346,2019-09-23,LAPSED,SOLID COVER,VUL,20000.0,5000.0,3.0,10103340972365231038
9389097724970705039,2019-01-23,LAPSED,WEALTH SECURE,VUL,36000.0,3000.0,1.0,11288651729565413328
16444268808316089035,2021-05-28,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,18187104226197914489
12415678028210087555,2020-10-16,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,7362983640383718097
13294710971478761819,2018-12-04,PREMIUM PAYING,WEALTH SECURE,VUL,18000.0,1500.0,1.0,16842062261120488810
8905632497637062545,2019-01-11,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,6018056462457248011
10655016985290793438,2021-08-23,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,16145129012296148831
14971972908159332651,2021-08-23,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,7500.0,3.0,3465695295033786854
12097874501212144034,2020-08-18,LAPSED,WEALTH SECURE EDUCATION (COLLEGE),VUL,30000.0,2500.0,1.0,7865824066558293180
7556538101427457654,2018-05-11,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,14673136140516153783
15131417933550819077,2022-01-06,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,7500.0,3.0,16753202971886478508
16444268808316089035,2021-07-14,PREMIUM PAYING,WEALTH ASSURE GLOBAL,VUL,120000.0,30000.0,3.0,14672764149494675454
8905632497637062545,2018-10-29,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,3734956024692692920
8539199041590992923,2020-02-11,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,9008348979591930602
16444268808316089035,2021-03-12,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,11512958210142523716
6850660349980130588,2018-11-05,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,15420194294109534640
3616539666937559979,2022-03-25,PREMIUM PAYING,WEALTH SECURE,VUL,20000.0,5000.0,3.0,744552631362096187
9389097724970705039,2019-11-12,PREMIUM PAYING,WEALTH SECURE,VUL,40000.0,10000.0,3.0,6664857577073589389
7556538101427457654,2019-01-22,AUTOMATIC PAID-UP,WEALTH BUILDER,VUL,50000.0,50000.0,12.0,1283938169055336830
6952461655007171051,2021-03-08,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,25000.0,6.0,8864659865523001469
10094370013585179987,2020-03-13,PREMIUM PAYING,WEALTH SECURE,VUL,60000.0,5000.0,1.0,14092579721981220056
12961953446561726577,2021-09-16,PREMIUM PAYING,SOLID FUTURE GLOBAL,VUL,50000.0,50000.0,12.0,5776858986279566132
10644808918919311476,2018-11-28,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,16667985971547283781
6568077285027256594,2020-02-13,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,4856824877837743966
8407816494180074849,2021-07-15,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,9000.0,3.0,5004549081131896671
930550978525541733,2018-07-30,LAPSED,WEALTH SECURE,VUL,24000.0,2000.0,1.0,218240980731029481
11623503336659291148,2019-10-28,PREMIUM PAYING,WEALTH ASSURE,VUL,80400.0,6700.0,1.0,3753083136524085456
15446274248932289473,2018-05-03,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,10812707244017976561
17575232952395507526,2021-12-29,PREMIUM PAYING,WEALTH SECURE,VUL,20000.04,1666.67,1.0,4066014693494580394
1316958273195809869,2022-03-16,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,12000.0,12.0,11554379292799987493
3594871341528308539,2018-03-27,AUTOMATIC PAID-UP,VARIABLE RETURNS ASSET,VUL,1000000.0,1000000.0,12.0,5899173260435099897
3594871341528308539,2018-08-03,PREMIUM PAYING,WEALTH SECURE,VUL,24000.0,2000.0,1.0,4184143541745821881
2182163666777257918,2018-07-27,LAPSED,WEALTH SECURE,VUL,12000.0,3000.0,3.0,9404291208799392291
2243403387044519503,2021-11-17,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,6809576697646722399
1316958273195809869,2022-03-22,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,13933363838386599301
930550978525541733,2018-12-04,LAPSED,WEALTH SECURE,VUL,24000.0,2000.0,1.0,17199737971028199897
2706504125244845103,2018-04-03,PREMIUM PAYING,WEALTH SECURE,VUL,18000.0,1500.0,1.0,7760758366273773339
6568077285027256594,2018-12-17,PREMIUM PAYING,WEALTH SECURE,VUL,18000.0,1500.0,1.0,5893588235184778453
7733312074944525831,2021-08-10,PREMIUM PAYING,WEALTH SECURE,VUL,39999.96,3333.33,1.0,8646140092968341115
2706504125244845103,2020-02-27,LAPSED,SOLID COVER,VUL,20000.04,1666.67,1.0,8922585566171064931
9070032693600753278,2019-07-25,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,2209005357837324905
2706504125244845103,2018-04-26,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,13551612213976633453
2706504125244845103,2018-05-04,PREMIUM PAYING,WEALTH SECURE,VUL,24000.0,2000.0,1.0,2213220668532858282
8161093443552999388,2021-11-17,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,30000.0,12.0,7420492972848539095
8303780708273428597,2022-01-17,PREMIUM PAYING,WEALTH SECURE,VUL,9999.96,833.33,1.0,7036003817296322162
1138141264192968628,2019-12-23,LAPSED,WEALTH ASSURE,VUL,199999.92,16666.66,1.0,11932578878876244929
6568077285027256594,2018-11-05,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,36000.0,12.0,5970023481941806745
16404493293446199688,2021-10-04,LAPSED,WEALTH SECURE,VUL,9999.96,833.33,1.0,16603754613102737047
1316958273195809869,2022-01-28,PREMIUM PAYING,SOLID FUTURE,VUL,24000.0,2000.0,1.0,4900142801908881664
6473650528528976384,2020-02-24,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,4841249407523037470
2243403387044519503,2021-05-14,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,16251344942394523866
2182163666777257918,2020-08-17,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,10869627541606167751
2129948384582983810,2021-08-10,LAPSED,WEALTH SECURE,VUL,36000.0,3000.0,1.0,7127283134528819230
6568077285027256594,2021-10-11,LAPSED,WEALTH SECURE,VUL,37500.0,3125.0,1.0,13796033845711468966
2706504125244845103,2020-01-29,PREMIUM PAYING,WEALTH ASSURE,VUL,99999.96,8333.33,1.0,14595230823470759200
3250026135978531381,2021-10-18,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,1000.0,1.0,7677895779620808930
8407816494180074849,2021-10-18,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,12387820442536459564
3250026135978531381,2022-03-02,PREMIUM PAYING,WEALTH ASSURE,VUL,80000.0,20000.0,3.0,6613581533773821582
15446274248932289473,2019-01-10,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,14347803049787746053
9025061968695434529,2019-08-19,PREMIUM PAYING,WEALTH ASSURE,VUL,144000.0,12000.0,1.0,5665103385445946911
930550978525541733,2018-07-12,PREMIUM PAYING,WEALTH SECURE,VUL,18000.0,4500.0,3.0,16394971155626065045
4851218041888904007,2021-02-05,PREMIUM PAYING,SOLID FUTURE,VUL,24000.0,2000.0,1.0,2289274564039466139
2182163666777257918,2018-10-09,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,17074501155934338557
9596418112473218195,2021-12-22,PREMIUM PAYING,WEALTH SECURE,VUL,18000.0,1500.0,1.0,10931310017006762265
13674214326940667462,2021-02-01,PREMIUM PAYING,SOLID COVER,VUL,24000.0,2000.0,1.0,11645124917554603092
1138141264192968628,2021-04-27,PREMIUM PAYING,SOLID FUTURE,VUL,24000.0,2000.0,1.0,12915113472586097928
6473650528528976384,2020-09-01,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,17117941789148128849
5153855410618108813,2019-11-18,PREMIUM PAYING,WEALTH ASSURE,VUL,120000.0,10000.0,1.0,1722658175813378141
9596418112473218195,2018-08-24,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,15251161228622062397
347218168003613330,2022-02-14,PREMIUM PAYING,WEALTH SECURE,VUL,60000.0,5000.0,1.0,17324743323597621422
11872724108754831895,2020-01-28,PREMIUM PAYING,WEALTH SECURE,VUL,60000.0,5000.0,1.0,16278674316898247353
6473650528528976384,2020-08-06,LAPSED,WEALTH SECURE,VUL,30000.0,15000.0,6.0,16609075917836366298
6568077285027256594,2020-11-24,LAPSED,SOLID COVER,VUL,24999.96,2083.33,1.0,3791848925452094966
16760072855465363214,2022-03-16,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,2500.0,3.0,6329440608462954076
13148554396411034487,2021-03-02,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,30000.0,12.0,2475119456276952904
2982169778894370136,2019-10-31,PREMIUM PAYING,WEALTH SECURE,VUL,40000.0,10000.0,3.0,2613121717723725444
15785927922839209466,2021-06-15,PREMIUM PAYING,BASIC ASSURE 10,TRAD,49999.88,49999.88,12.0,1601744942100522654
15785927922839209466,2021-06-15,PREMIUM PAYING,BASIC ASSURE 10,TRAD,49999.86,49999.86,12.0,448096235811914894
15963302200944207493,2020-05-22,PREMIUM PAYING,WEALTH ASSURE,VUL,80000.0,80000.0,12.0,2811329401570642744
16820116126128791290,2021-06-30,PREMIUM PAYING,WEALTH ASSURE,VUL,80400.0,6700.0,1.0,9100106502508575405
1825219365705674257,2019-08-29,AUTOMATIC PAID-UP,PROMINENCE,VUL,15000000.0,15000000.0,12.0,1505202035362163078
13082416117458168045,2019-10-10,LAPSED,ASSURANCE,VUL,50000.0,12500.0,3.0,10584139314723586018
343327214677585228,2019-12-27,PREMIUM PAYING,WEALTH ASSURE,VUL,80000.0,40000.0,6.0,11874764314511715788
12255558474402815725,2020-09-25,DEATH,WEALTH SECURE,VUL,30000.0,30000.0,12.0,5387557390667660048
3145555745557801843,2020-10-09,PREMIUM PAYING,WEALTH ASSURE GLOBAL,VUL,125000.0,62500.0,6.0,14068778970026661889
16648186295903932781,2019-09-02,PREMIUM PAYING,ASSURANCE,VUL,50000.0,25000.0,6.0,16873280626195645454
17731547449261450570,2021-12-15,PREMIUM PAYING,SOLID COVER,VUL,30000.0,7500.0,3.0,13727538449145414046
17731547449261450570,2021-03-23,LAPSED,WEALTH SECURE,VUL,30000.0,7500.0,3.0,7823984047749613861
13760941491713382122,2018-10-03,LAPSED,WEALTH ASSURE,VUL,120000.0,30000.0,3.0,903254787791662911
17731547449261450570,2019-11-11,LAPSED,SOLID COVER,VUL,30000.0,2500.0,1.0,5991615239695076190
3860649878615193349,2021-04-12,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,17411225537980061729
971810421287479388,2022-03-22,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,7126364934626569093
17006777778609642469,2022-01-31,PREMIUM PAYING,WEALTH SECURE,VUL,18000.0,1500.0,1.0,15093721882934662478
9429750724582753513,2018-10-30,PREMIUM PAYING,SURE COVER,VUL,24000.0,2000.0,1.0,13478464242288099568
9429750724582753513,2018-12-20,LAPSED,SURE COVER,VUL,24000.0,2000.0,1.0,15560217254946449155
4933998312387972681,2018-06-19,PREMIUM PAYING,SECURITY,VUL,250000.0,250000.0,12.0,8189011848682684592
17655437481033866783,2019-12-10,LAPSED,SHE CARES - WEALTH SECURE,VUL,30000.0,2500.0,1.0,12659806810875216796
4155512667765146503,2020-08-05,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,5910190112826870001
5578783861474360737,2021-02-18,LAPSED,SOLID FUTURE,VUL,24000.0,2000.0,1.0,2861274722207825419
16242254815272426722,2019-10-24,LAPSED,WEALTH ASSURE GIO,VUL,120000.0,10000.0,1.0,6784139857176710433
3145555745557801843,2021-01-11,EXPIRED,I-SHIELD PRIME 1000,TRAD,10000.0,10000.0,12.0,18362975224250940521
13817873292443270632,2020-09-17,LAPSED,SOLID FUTURE,VUL,24000.0,24000.0,12.0,2779787096160227091
14013630391286232682,2019-09-26,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,12500.0,3.0,10478755851484285537
10325550330688347440,2020-09-01,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,10157627555736552546
12191914771634561774,2020-08-03,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,10584254970874275131
12255558474402815725,2020-03-02,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,60000.0,15000.0,3.0,7286091559581559216
767813315281916241,2019-09-24,PREMIUM PAYING,WEALTH ASSURE GIO,VUL,120000.0,60000.0,6.0,14426675900923109309
17609916276127502909,2020-01-16,PREMIUM PAYING,WEALTH ASSURE,VUL,100000.0,100000.0,12.0,9927289854622500648
17647446301548823523,2021-05-10,LAPSED,SOLID COVER,VUL,39999.96,3333.33,1.0,17072987927715609419
9390980365552151094,2019-11-11,PREMIUM PAYING,SOLID COVER,VUL,20000.0,5000.0,3.0,12794973573126049786
11669750965436138640,2021-11-18,PREMIUM PAYING,SOLID COVER,VUL,25000.0,6250.0,3.0,1961914426268491846
14013630391286232682,2020-01-23,LAPSED,WEALTH SECURE GLOBAL,VUL,50400.0,4200.0,1.0,8843026764181971461
5787625999949362712,2021-07-12,PREMIUM PAYING,WEALTH SECURE GLOBAL,VUL,50000.0,12500.0,3.0,15050981440799300384
6751726358150761376,2021-05-10,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,4378159078182143000
12191914771634561774,2020-06-08,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,10606413266842472489
9390980365552151094,2019-01-25,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,10000.0,12.0,13453408359926673077
1281209246757014978,2020-11-18,PREMIUM PAYING,WEALTH SECURE HEALTH,VUL,36000.0,36000.0,12.0,17322364566842430796
4155512667765146503,2018-10-23,AUTOMATIC PAID-UP,WEALTH BUILDER,VUL,150000.0,150000.0,12.0,3366806370108280271
8130842245247180870,2020-06-08,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,6164513900379324895
6751726358150761376,2021-03-01,AUTOMATIC PAID-UP,DOLLAR SOLID FUND BUILDER,VUL,97180.0,97180.0,12.0,17503187356346842964
5787625999949362712,2020-12-03,LAPSED,WEALTH SECURE,VUL,36000.0,3000.0,1.0,6745489795733851468
6553906276260189433,2020-02-13,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,5185152434397443815
17006777778609642469,2022-01-31,PREMIUM PAYING,WEALTH SECURE,VUL,18000.0,1500.0,1.0,17876930276963287126
11669750965436138640,2021-08-27,PREMIUM PAYING,WEALTH SECURE,VUL,45000.0,11250.0,3.0,4825509518604097937
2252011555948236243,2021-07-15,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,5791113349485109525
4933998312387972681,2018-05-11,AUTOMATIC PAID-UP,PROMINENCE,VUL,500000.0,500000.0,12.0,10925931799036927140
9429750724582753513,2018-07-23,LAPSED,SECURITY,VUL,239999.88,19999.99,1.0,110101541616879703
9429750724582753513,2018-11-09,PREMIUM PAYING,SURE COVER,VUL,24000.0,2000.0,1.0,17988603246359434824
9390980365552151094,2018-12-07,PREMIUM PAYING,WEALTH SECURE,VUL,10000.0,5000.0,6.0,378432751256787717
5195278527201949403,2019-11-14,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,7500.0,3.0,8231410771250335522
3145555745557801843,2021-05-10,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,12794026252547171038
13539813235576885982,2020-03-23,PREMIUM PAYING,SECURITY,VUL,50000.04,4166.67,1.0,13361019224957365564
17655437481033866783,2022-03-04,AUTOMATIC PAID-UP,SOLID FUND BUILDER,VUL,100000.0,100000.0,12.0,9789385661420380987
16498489257112189706,2018-11-21,LAPSED,SURE COVER,VUL,24999.96,2083.33,1.0,11046629881515670572
13014510531764403997,2019-07-23,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,9871415539211234201
4972844528395632579,2018-08-22,PREMIUM PAYING,WEALTH SECURE,VUL,20000.0,20000.0,12.0,15866517642398691566
7322561156063779308,2018-08-06,PREMIUM PAYING,WEALTH SECURE EDUCATION (COLLEGE),VUL,15000.0,1250.0,1.0,4900389189388098435
15028913672461083542,2018-07-04,PREMIUM PAYING,WEALTH SECURE,VUL,12000.0,3000.0,3.0,17571310767186318947
1846699421397395516,2020-02-11,AUTOMATIC PAID-UP,DOLLAR SOLID FUND BUILDER,VUL,304200.0,304200.0,12.0,15529355192416080243
2562842073562876537,2019-02-16,AUTOMATIC PAID-UP,VARIABLE RETURNS ASSET,VUL,1000000.0,1000000.0,12.0,4430965546546480855
11960545505026873824,2018-08-17,PREMIUM PAYING,WEALTH SECURE,VUL,24000.0,2000.0,1.0,15239066905239733035
4538799288880480028,2020-04-06,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,15479024182776952306
11227718154044257118,2018-09-12,PREMIUM PAYING,WEALTH ASSURE EDUCATION (COLLEGE),VUL,150000.0,75000.0,6.0,16776743048371014078
4201319482612101829,2019-08-28,PREMIUM PAYING,WEALTH ASSURE,VUL,84000.0,7000.0,1.0,15442266279028334887
11960545505026873824,2019-11-26,LAPSED,SOLID COVER,VUL,20000.0,5000.0,3.0,4836741678242029253
16659122569599133810,2020-11-06,EXPIRED,I-SHIELD PRIME 300,TRAD,3000.0,3000.0,12.0,5760760524580521955
2916674338639057128,2018-08-01,PREMIUM PAYING,ASSURANCE,VUL,200000.0,200000.0,12.0,13691640782817758623
10345665320469944167,2019-09-24,LAPSED,WEALTH SECURE,VUL,30000.0,2500.0,1.0,14912827025404545663
5267486601167434479,2019-11-11,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,30000.0,12.0,11294575906010751188
3342434375418495640,2020-05-16,PREMIUM PAYING,SOLID COVER,VUL,24000.0,2000.0,1.0,2848648066380871009
3342434375418495640,2020-07-16,PREMIUM PAYING,SOLID COVER,VUL,30000.0,2500.0,1.0,13231818755909264511
14587705764948673291,2020-01-23,PREMIUM PAYING,WEALTH ASSURE,VUL,80000.0,80000.0,12.0,4541673689197348883
7322561156063779308,2019-07-01,PREMIUM PAYING,SOLID COVER,VUL,20000.04,1666.67,1.0,16171617953153166009
4201319482612101829,2022-03-01,PREMIUM PAYING,SOLID FUTURE GLOBAL,VUL,730000.0,730000.0,12.0,690782043412567630
11960545505026873824,2019-10-22,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,14185604543359977884
2916674338639057128,2021-11-09,AUTOMATIC PAID-UP,PROMINENCE MAX,VUL,100000.0,100000.0,12.0,13225258412072537593
15028913672461083542,2020-01-03,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,4748973801044618931
16851933725842982053,2020-08-17,PREMIUM PAYING,WEALTH SECURE,VUL,30000.0,2500.0,1.0,2840288571783672053
11960545505026873824,2019-12-18,PREMIUM PAYING,WEALTH SECURE,VUL,36000.0,3000.0,1.0,9759828502622248792
